line_item_id	jee3_metric_score_id	spar2_metric_score_id	hepr_metric_score_id	requirement	action	unit_cost	unit	description	administrative_level	global_health_emergency_corps_level	cost_type	custom_multiplier_1	custom_multiplier_1_units	custom_multiplier_2	custom_multiplier_2_units	relevant_references	optional_cost	notes_assumptions
8802e018-98fb-4edd-9758-883facfc3549	JEE3.P4.5.2	NA	NA	"National legislation covers some aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	"Draft, socialize, and revise national legislation covering national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support to draft, socialize, and revise national legislation covering national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	National	Health emergency corps	One-time	0.5	FTE			JEE 3.0	FALSE	
45ed0674-f65b-42db-8212-4dce8c58202e	JEE3.P4.5.2	NA	NA	"National legislation covers some aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	"Draft, socialize, and revise national legislation covering national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	Meeting - Medium	per day	"Two two-day meetings to solicit expert feedback on planned legislation covering national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	National	Health emergency corps	One-time	2	meetings	2	days	JEE 3.0	FALSE	
4d5c2db8-53fa-484c-be0f-1dc8dd6dba0c	JEE3.P4.5.3	NA	NA	"National legislation covers all aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	"Draft, socialize, and revise national legislation covering national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	Consultant fees (daily)	per day	"Consultant to provide expert feedback on planned legislation covering national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	National	Health emergency corps	One-time	30	days			JEE 3.0	FALSE	
3ddaa40e-dcab-4493-9207-f849a61d1ea4	JEE3.P4.5.3	NA	NA	"National legislation covers all aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	"Annually, review and revise national legislation covering national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support to review and revise national legislation covering national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products and/or antimicrobial pesticides"	National	Health emergency corps	Recurring	0.083	years			JEE 3.0	FALSE	
5f487f6e-df7d-4ee0-9887-26ff3dabed45	JEE3.P4.5.4	NA	NA	Ensure national regulatory framework for antimicrobial products and/or antimicrobial pesticides incorporates all the elements included in the related international standards on responsible and prudent use of antimicrobials	Review and update national regulatory framework for antimicrobial products and/or antimicrobial pesticides to incorporate all the elements included in the related international standards on responsible and prudent use of antimicrobials	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support to review and update national regulatory framework for antimicrobial products and/or antimicrobial pesticides	National	Health emergency corps	Recurring	0.083	years			JEE 3.0	FALSE	
a9eae224-bc97-48bd-afaf-a249a62a7242	JEE3.P5.1.2	SPAR2.C12.1.2	NA	Establish list of priority zoonotic diseases	Prepare research and materials to inform technical stakeholder workshops to define priority zoonotic diseases	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for each of five facilitators to spend approximately 3 months preparing for initial workshop to define priority zoonotic diseases	National	Health emergency corps	One-time	0.25	years	5	facilitators	"JEE 3.0; US CDC. (2022, June 6). One Health Zoonotic Disease Prioritization Process Overview. https://www.cdc.gov/onehealth/what-we-do/zoonotic-disease-prioritization/fact-sheet.html"	FALSE	"CDC guidance on zoonotic disease prioritization process notes key participants including 3-6 facilitators, up to 12 voting members, and 10-15 advisors to participate in relevant meetings and workshops. The guidance also notes that ""A minimum of 3 months is needed to prepare for a single OHZDP Workshop."" This is reflected in the tool based on the assumption of medium sized workshop meeting (e.g., ~30 people), as well as 3 months of effort from each of 5 facilitators to plan for meeting. Note that the first meeting is assumed to require 3 months of effort from 5 facilitators, recurring workshops are assumed to require 3 months of effort from 1 facilitator to update prior materials."
edd29442-1979-49ac-bdd0-cde83e10b488	JEE3.P5.1.2	SPAR2.C12.1.2	NA	Establish list of priority zoonotic diseases	Hold technical stakeholder workshops to define priority zoonotic diseases	Meeting - Medium	day	"Two, two-day national-level meetings to define priority zoonotic diseases"	National	Health emergency corps	One-time	2	meetings	2	days	"JEE 3.0; US CDC. (2022, June 6). One Health Zoonotic Disease Prioritization Process Overview. https://www.cdc.gov/onehealth/what-we-do/zoonotic-disease-prioritization/fact-sheet.html"	FALSE	"CDC guidance on zoonotic disease prioritization process notes key participants including 3-6 facilitators, up to 12 voting members, and 10-15 advisors to participate in relevant meetings and workshops. The guidance also notes that ""A minimum of 3 months is needed to prepare for a single OHZDP Workshop."" This is reflected in the tool based on the assumption of medium sized workshop meeting (e.g., ~30 people), as well as 3 months of effort from each of 5 facilitators to plan for meeting. Note that the first meeting is assumed to require 3 months of effort from 5 facilitators, recurring workshops are assumed to require 3 months of effort from 1 facilitator to update prior materials."
0925496d-e998-4dce-aafa-57b1a903081b	JEE3.P5.1.2	SPAR2.C12.1.4	NA	Review and revise list of priority zoonotic diseases	Prepare research and materials to inform technical stakeholder workshops to define priority zoonotic diseases	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for one facilitator to spend approximately 3 months preparing for initial workshop to define priority zoonotic diseases	National	Health emergency corps	Recurring	0.25	years	1	facilitators	"JEE 3.0; US CDC. (2022, June 6). One Health Zoonotic Disease Prioritization Process Overview. https://www.cdc.gov/onehealth/what-we-do/zoonotic-disease-prioritization/fact-sheet.html"	FALSE	"CDC guidance on zoonotic disease prioritization process notes key participants including 3-6 facilitators, up to 12 voting members, and 10-15 advisors to participate in relevant meetings and workshops. The guidance also notes that ""A minimum of 3 months is needed to prepare for a single OHZDP Workshop."" This is reflected in the tool based on the assumption of medium sized workshop meeting (e.g., ~30 people), as well as 3 months of effort from each of 5 facilitators to plan for meeting. Note that the first meeting is assumed to require 3 months of effort from 5 facilitators, recurring workshops are assumed to require 3 months of effort from 1 facilitator to update prior materials."
58932fc7-af52-4727-b070-0373a6db5f25	JEE3.P5.1.2	SPAR2.C12.1.4	NA	Review and revise list of priority zoonotic diseases	Hold technical stakeholder workshops to review and revise priority zoonotic diseases	Meeting - Medium	day	Annual two-day meeting to review and revise priority zoonotic diseases	National	Health emergency corps	Recurring	2	days			"JEE 3.0; US CDC. (2022, June 6). One Health Zoonotic Disease Prioritization Process Overview. https://www.cdc.gov/onehealth/what-we-do/zoonotic-disease-prioritization/fact-sheet.html"	FALSE	"CDC guidance on zoonotic disease prioritization process notes key participants including 3-6 facilitators, up to 12 voting members, and 10-15 advisors to participate in relevant meetings and workshops. The guidance also notes that ""A minimum of 3 months is needed to prepare for a single OHZDP Workshop."" This is reflected in the tool based on the assumption of medium sized workshop meeting (e.g., ~30 people), as well as 3 months of effort from each of 5 facilitators to plan for meeting. Note that the first meeting is assumed to require 3 months of effort from 5 facilitators, recurring workshops are assumed to require 3 months of effort from 1 facilitator to update prior materials."
a254b9ec-ead5-4cb9-b23e-805b56a80450	JEE3.P5.1.3	NA	HEPR.CS1.1.2	"Ongoing coordination of zoonotic disease surveillance activities between animal health, public health and environment sectors at the national level"	Hold multisectoral stakeholder workshop to establish and convene a JRA Steering Committee to formalize process for conducting joint risk assessments	Meeting - Medium	day	"Three-day workshop to draft and develop national protocols for conducting joint risk assessments using a One Health approach, including identifying agencies involved in the JRA Steering Committee, agreement on generic terms of reference, and a decision-making mechanism."	National	Health emergency corps	One-time					"JEE 3.0;  World Health Organization, Food and Agriculture Organization of the United Nations & World Organisation for Animal Health. (‎2020)‎. Joint risk assessment operational tool (‎JRA OT)‎: an operational tool of the tripartite zoonoses guide: taking a multisectoral, one health approach: a tripartite guide to addressing zoonotic diseases in countries. World Health Organization. https://apps.who.int/iris/handle/10665/340005 "	FALSE	
ac9d5083-a9cc-49d4-a8b5-7c744750920d	JEE3.P5.1.3	NA	HEPR.CS1.1.2	"Ongoing coordination of zoonotic disease surveillance activities between animal health, public health and environment sectors at the national level"	"Monthly working group meeting to ensure coordination of zoonotic disease surveillance activities between animal health, public health and environment sectors at the national level"	Annual salary 2 (mid) plus overhead (60.0%)	year	Salary support to coordinate multisectoral stakeholder workshop for joint risk assessment and monthly working group meetings 	National	Health emergency corps	Recurring	0.5	FTE			"JEE 3.0;  World Health Organization, Food and Agriculture Organization of the United Nations & World Organisation for Animal Health. (‎2020)‎. Joint risk assessment operational tool (‎JRA OT)‎: an operational tool of the tripartite zoonoses guide: taking a multisectoral, one health approach: a tripartite guide to addressing zoonotic diseases in countries. World Health Organization. https://apps.who.int/iris/handle/10665/340005 "	FALSE	
